student_star,student_difficult,comments,gives_good_feedback,caring,respected,participation_matters,clear_grading_criteria,skip_class,amazing_lectures,inspirational,tough_grader,hilarious,get_ready_to_read,lots_of_homework,accessible_outside_class,lecture_heavy,extra_credit,graded_by_few_things,group_projects,test_heavy,so_many_papers,beware_of_pop_quizzes,IsCourseOnline
5.0,4.0,best professor ive ever want grow,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
2.0,4.0,she unforgiv grader doesnt take anyth late could 10 second late might well 10 day late wont take may good english realli doesnt know teach doesnt alway spend class time wise may act like care student realli doesnt 310,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
2.0,3.0,rude arrog care way much lart program scof anyon differ opinion class inform pointless yet much work,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
4.0,5.0,brilliantli insight went way make student feel valuabl difficult class ye untim use futur class,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
5.0,4.0,professor help teach relev materi expect lot student worth learn lot would definit take class,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
3.5,4.0,person like lot also like teacher think teach well person howev unforgiv accept noth late harsh grader wari join class arent good get thing time good teacher person,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
3.0,3.0,alright,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
5.0,3.0,she difficult care student care she incred clear wellspoken ive hous dinner she excel cook,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1.0,5.0,hate class,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
2.0,4.0,smart defin arrog expect lot colleg student one problem read paper comment harsh made feel judg no matter write,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
2.0,4.0,hate go class expect way much no merci comment harsh seem intellig point arrog hardli ever understand talk class glad class,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
4.5,4.0,thought poetri class realli fantasticsh realli push us best work taught lot understand write poetri,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
5.0,2.0,inform invest teacher,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
2.5,4.0,class includ lot write,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1.0,5.0,terribl professor 25 student 1 actual like tough get point assign requir student write level sign get immedi first semest b english took class second semest got redo class,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1.5,5.0,know write not teach think new person life get way job not abl success teach class everyon ive talk hatesh class grade ridicul sometim unorgan unprepar lose assign wellno merci,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
4.5,3.0,exud grace even midst difficulti stretch challeng us outcom worth hse class act know stuff,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
5.0,3.0,prof miller intellig professor realli know passion also hope student becom engag least somewhat enjoy she help although expect lot student afteral colleg arent learn lot,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1.0,5.0,basic mail order mfa spauld univers go time correspond work hand diploma teach reflect littl actual know poetri lack decent public record reinforc one day mayb au hire real poet doubt sincer,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1.0,3.0,no way jack avoid cost,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1.0,5.0,give littl inform possibl ask clarif shame get impress think secretari high level posit make wonder educ not may want consid take commun class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,unwil help answer question never correct answer set fail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,wast skin talk anyon not give answer simplest direct questionsdo not want help,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,rude person mr greig doesnt fire find better represent nurs program beyond im sure she good mani peopl could well better attitud,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,could not less help job descript read complet ignor student make wish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,secretari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,idea shake magic eight ball give accurt respons question agre rest antichrist polit mention lie everi question would chosen differ nearbi nurs program knew one mess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,unfreiendli unhelp person encount women still maintain employ beyond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,unhelp secretari ever encount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,4.0,get better answer talk wall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,not help usual rude act like hate job never give time day alway act busi help thought job need find someth not deal peopl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,secretari nurs dept hard get along rude short ask question not call email back not help act like hate job get better answer call director,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3.0,not exactli gift english depart know best refer tyra tyrant,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,3.0,defens person want student opinion not,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,5.0,hasnt master basic grammar spell unbeliev hire unfair grade defens person avoid professor,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.5,5.0,dont write way would dont expect good grade say someth differ doesnt make said wrong need realiz didnt make rule english way way,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.5,5.0,got english got c not mesh personalitybelief wise let effect gradeeven though everyth could pleas rude,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,4.0,think good english last prof led believ dr seldon exist prove wrong path mimmick write well possibl drop class like,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.5,4.0,doesnt use class time well mani cancel class,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5.0,4.0,want help go ask interest improv write excel teacher want easi grade choos differ professor also use class time effect realli enjoy,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,4.0,not help student doesnt realli care student concern class dictat,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,3.0,patron blameshift not respond well critic not seem entir will work student problem,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4.0,2.0,alway avail help real passion teach,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.5,2.0,test realli hard doesnt matter give mani opportun extra credit class extrem bore dont take itv class rambl stuff never test talk like zooland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,2.0,great teacher help student achiev good grade isnt like teacher like fail he good guy good heart good communicat also email one day email back day test except map test onlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,4.0,great teacher help student achiev good grade isnt like teacher like fail he good guy good heart good communicat also email one day email back day test except map test onlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,5.0,horribl he nice person tend rambl lectur thing arent test test thing youv never even heard half class fail everi singl one lab ridicul half time doesnt even know,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,1.0,dr sambrook awesom take time build relationship shi talk talk back went whole summer ecuador absolut blast wrote touch letter refer could becom teacher bore bore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,2.0,he nice guy test bit hard though alot thing test not cover class read book,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,4.0,took itv could keep fall asleep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5,3.0,bore hard time actual listen pretti simpl class took itv not get take test blackboard would ruin test hard use everi detail lectur book not,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5,2.0,good bore teacher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,3.0,nice clear help good professor one best,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,2.0,nice intellig guy would definit take,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2.0,took itv cours main campu pretti bore map quizz easi let us take test onlin blackboard pretti easi geo 201 thing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,alittl boringther alot learn take note write everyth putit test,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2.0,know lot learn lot teach style kind dri though,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,good luck pass class male also keep head keep opinion go everi day endur indoctrin professor ratemyprofessorcom made expos take someon els,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,truli difficult unhelp teacher avoid like plagu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,1.0,dr clark best professor ever love intellig woman improv write skill funni allow student interact learn group take class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,4.0,no doubt worst teacher four year au petti mean spirit unforgiv rude difficult stingi time prais unwil deal respect young student,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,easili worst classroom experi ive ever condescend rude seem not like male student,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,4.0,write teacher cant make writer one mean arrog lousi okay person not prof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,mean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,cant stand teacher make stupidest correct paper noth need correct not agre grade screw husband better,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,horribl teacher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,terribl idea not interest help student dont want agre everi thought,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,3.0,one better professor au,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,3.0,taught wors writer comment unhelp attitud classroom condescend selfimport dont tri disagre wont good avoid good take spauld instead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,teacher realli proverbi head proverbi sewag pipe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,1.0,great professor love class thought great job teach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3.0,worst teacher au,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,easili worst classroom experi ive ever rude mean second last person said hate men avoid like plagu like ebola like long crosscountri car ride devil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,4.0,gosh aw hate men seem tremend unfair grade wreck gpa technic avoid cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3.0,worst teacher ive ever life bore selfabsorb obstin thickhead horribl horribl teacher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,1.0,much fun easi talk take least one class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,4.0,chri wonder lightyear away f lenni give lot work give meaning assign alway help never treat like pest must attend class learn lot nice guy great teacher truli care qualiti teach student highli recommend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,5.0,twice first time overwhelm everyth got midterm took next quarter nice treat fair gave best present midterm realli happi one day rememb send nickel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,4.0,mr claflin great teacher help realli teach well learn allot class not homework lost wont catch he not easi he not hard work show expect qualiti work show level experi grade fairli person person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,4.0,want thing done way translat real world assign take lot time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,1.0,realli know stuff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,4.0,claflan best far great teacher know stuff although give lot homework well worth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,fun tediou rememb pull nighter class way worth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,4.0,also perspect he awesom help go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,1.0,one top five greatest teacher ixe2x80x99v ever hand listen student clear understand alway pleasur even end retak class procrastin ixe2x80x99v got problem xe2x80xa6lol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,5.0,everi teacher like guy school would worth money,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,3.0,great professor comprehens fun never gave assign wasnt necessari although mean cmonh kind trolllik qualiti himdoesnt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,4.0,awesom guy energet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,3.0,he cool whenev feel like give inspir keep go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,3.0,chri mother freak best especi let us make storyboard includ menuedo haggi sloth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,5.0,chri claflin one best instructor ive ever taken school assign dead need know work industri warn not seriou learn dont wast time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,3.0,alway told storyboard intimid fact transit class class not sure bring lesson togeth grand scheme draw claflin open eye he innov amaz passion art idea valuabl storyboard faith guid right sg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,5.0,3 quater row enjoy teacherh hard fair realli nice guy help toogreat teacher overal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,4.0,claflin make waork hard provid good environ work,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2.0,chri claflin great guy great teacher use storyboard artist duckman great class no longer curriculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2.0,owen favorit teacher missouri state upon write ive discov happen deepli sadden owen outstand person great loss missouri state world alik miss owen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,1.0,miss owen care teacher great guy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,1.0,great teacher miss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,1.0,great friend owen lot great time sound board got frustrat credit depart go miss much see dude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,1.0,rest peac owen not forgotten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,1.0,owen fantast hate math made understand help realli cool guy he funni share great stori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,absolut not take unless know everyth trig enter class goe basic exampl expect automat know advanc problem said didnt rememb anyth colleg algebra answer not problem avoid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,3.0,owen fantast realli nice guy great teacher troubl alway avail student would love take anoth one class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,1.0,laid back make math easi understand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,3.0,great teacher lot passion concern student,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,5.0,realli lax get grade comput,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,3.0,absolut godsend took class 3 differ professor explain better taught better kept pressur better thought possibl there good reason class fill fast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2.0,he cool guy pretti laid back explain note clearli anyth help dont miss class get behind give homeworkthat bring letter grade give some extra credit test somewhat hard go note studi guid fine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,littl confus think thing ont board doesnt even matter would recommend go class realli nice help problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5,4.0,not good teacher peopl struggl math,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,owen realli fun guy make sure keep homework studi test good shape,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,3.0,made understand like math,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,4.0,not take bad math super nice will help problem board say not way littl confus sometim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,2.0,great teacher best math teacher ever laid back will help great sens humor well tri make class enjoy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,3.0,take class got first b math sinc 6th grade test arent bad isnt strict,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,1.0,guy attend class one best teacher ever seen mcgill class interest valu everi student say class clone guy replac mani dud mcgill current manag faculti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,2.0,im littl surpris comment lank passion dedic thoroughli engag prof impress dedic exhibit student regularli spent 30 minut class discuss issu tangenti relat cours ebert roeper would say two thumb way,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,4.0,avoid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,4.0,busi thought built mindi doubt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,emot scar might fade away big fat f transcript wont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,3.0,not impress frankli speak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,3.0,blah blah style cours want learn someth stay away,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,tuition better use rememb pageslong list titl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,4.0,want take cours think professor lank not hesit give 30 4 10 grade exam assign even group assign not think not fail busi cours,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3.0,absolut find no worthi old gentleman tri tell patent sharehold agreement would better googl cheaper better faster not expect practic thing class appar enjoy hisself class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,1.0,great guygreat classa littl phoni though,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,1.0,guy amaz best nearli 70 yr old twice energi euthas professor half age respect student love teach make teacher mcgill manag look mediocr best guy give class mcgill professor teach motiv student,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2.0,best prof ever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2.0,amaz teacher philosoph busi teacher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,1.0,great teacher good speaker class object littl vagu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,3.0,take class mgmt everyth els honestli hell david way go life cupcak david frost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,1.0,lank amaz inspir teacher ive ever life thought class would bore interest lank realli believ student tangibl excit make want better world amaz prof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,1.0,consid lucki priviledg prof lank class rare encount teacher genuin care believ student certainli entrepreneurship cours prof lank eloqu lectur inspir better,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2.0,teacher trulli make differ student live prof lank one care student confid us see us futur believ make differ world cours interest provid great note great guest sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5,3.0,help ta section not much lectur difficult specif philosophi 300 peopl room,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
4.5,2.0,professor woodi explain concept one way everyon understand enthusiast subject make lectur engag ta grade offic hour extra help clarif far favorit class quarter,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
4.5,2.0,realli awesom lectur interest class overal interest especiallli,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
4.0,3.0,class turn realli interest although read long interest read not hard class reason amount work consid need w credit woodi easi see passion although slow explain concept inde knowledg ta amaz,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
5.0,3.0,dr woodi genuin care student learn not class interest realli broaden interest not philosophi also perform art also give great essay feedback feel lucki abl learn would highli recommend anyon want teacher genuin care,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
4.0,3.0,professor woodi seem passion subject no doubt knowledg level enthusiast answer question well lectur post slide onlin help ever miss class thing didnt like lectur long not much interact audienc,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
4.5,3.0,woodi overal great professor alway came well prepar lectur pretti interest eager hear student input definit one professor realli want student learn someth help would highli recommend,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
5.0,3.0,favorit prof uw wellprepar enthusiast lectur foster student thought lot easygo hw deadlin help offic hour set onlin discuss board attend convers frequent would perfect easier get good grade cours,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
5.0,3.0,andrea woodi one best professor ive super knowledg teach effect even intimid scienc class give interest insight best realli care student philosophi scienc go offic hour also great mentor,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
4.0,3.0,excel lectur sometim fell littl lost read moder hard recommend want get anyth class plu not much grade fair incred offic hour,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
4.0,4.0,intens interest wasnt abl put much effort wish could that sign good class certainli know talk,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
3.0,5.0,interest class not one student nonscienc background take much read complet one quarter nowher near enough time assign,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
5.0,3.0,excel lectur use lot overhead make lectur easi follow valu student input open answer question,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
4.5,3.0,great teacher tough,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1.0,5.0,doesnt realli speak english hard concentr learn weekli quiz friday not make no matter reason even rel die major jerk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3.0,guy hilari damn fool no prob class took highschool way pan speak english imposs understand guy knew doin also consistantli wr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,not teach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,4.0,respect elder professor one thing awar pro pan retir age difficult hear say addit could not even see write board still skill problem address wh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,ct pan horribl teacher not care whether not student well class imposs understand not speak also write might well wear blindfold class plug ear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,1.0,good teacher make learn think accent use great vsual help,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,worst teacher niu not speak englishh not even write english not understand word say write board scribbl get doom fail everyon class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2.0,awsom teacher make think realli put effort instead give answer nice guy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,insan let man teachyou go back 155 drpan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,not teach well hard understand time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5,1.0,took intro drama easi class requir attend class well two theatr product write report wasnt difficult sometim play fun watch overal think class easi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,decent show exampl carpentri read straight book read book pass midterm final howev want real knowledg technic theater go shop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,2.0,awesom professor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,took intro drama thought would easi elect not attend everi class would strongli recommend differ art credit made everi class includ biolog chemistri promis class took studi pull histori rock roll best way go art credit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,2.0,he good professor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5,1.0,read straight book test easi studi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2.0,good professorexcel director,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,2.0,fantast director,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5,3.0,far seem like good guy anim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,3.0,worley rock he awesom proffessor awesom director love class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,5.0,best professor ive ever even alum want go back learn isnt professor denison intheknow activ field amanda fantast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,5.0,best professor ever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0,4.0,mediat gender sex realli bore could made lot fun femin look back class lot better thought time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.0,3.0,nice person workread fine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,3.0,good explain thing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,4.0,not help went get extra help,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
